volunteer_id,country,city,about_me,skills,help_directions,experience_level,preferred_tasks,task_format,availability,communication_languages,city_clean,format_clean,skills_clean,directions_clean,age,availability_hours_week,profile_completeness,volunteer_reliability_score,volunteer_cancel_rate,active_tasks_count,created_at,city_raw,format_raw,skills_raw,directions_raw,experience_raw
vol_01998,Россия,Ростов-на-Дону,"Выбирает задачи, где пригодятся переводами и адаптацией текстов, коммуникацией с людьми и командами. Интересны проекты по направлениям: Здравоохранение, Образование.","Переводы, Коммуникация","Здравоохранение, Образование",Опытный,"Здравоохранение, Образование",Смешанный,9–12 часов в неделю,"Русский, Английский, Немецкий",Ростов-на-Дону,Смешанный,"Переводы, Коммуникация",Здравоохранение|Образование,39,12,0.875,0.557,0.182,0,2025-11-08,Ростов-на-Дону,Смешанный,"Переводы, Коммуникация",Здравоохранение / Образование,Опытный
vol_01999,Россия,Самара,"Сильнее всего мотивируют задачи с конкретным полезным результатом. Может помогать в направлениях: Сельские территории, Люди без жилья; навыки — Дизайн, Педагогика, Координация волонтёров, Коммуникация.","Дизайн, Педагогика, Координация волонтёров, Коммуникация","Сельские территории, Люди без жилья, Экология, Социальная помощь",Начинающий,"Сельские территории, Люди без жилья, Экология",Смешанный,5–8 часов в неделю,Русский,Самара,Смешанный,"Дизайн, Педагогика, Координация волонтёров, Коммуникация",Сельские территории|Люди без жилья|Экология|Социальная помощь,28,6,1.0,0.894,0.096,0,2025-06-02,Самара,Смешанный,"Дизайн, Педагогика, Координация волонтёров, Коммуникация",Сельские территории / Люди без жилья / Экология / Социальная помощь,Начинающий
vol_02000,Россия,Санкт-Петербург,"Готовится включаться в волонтёрские задачи и аккуратно соблюдать договорённости. Больше всего интересны инициативах, связанных со спортом и здоровым образом жизни. Сильные стороны — фандрайзингом и партнёрскими коммуникациями, текстами и описаниями, фото- и видеоматериалами.","Фандрайзинг, Копирайтинг, Фото и видео","Спорт и ЗОЖ, Экология",Начинающий,"Спорт и ЗОЖ, Экология",Онлайн,До 4 часов в неделю,"Русский, Английский",Санкт-Петербург,Онлайн,"Фандрайзинг, Копирайтинг, Фото и видео",Спорт и ЗОЖ|Экология,27,4,1.0,0.508,0.192,0,2025-10-11,Санкт-Петербург,Онлайн,"Фандрайзинг, Копирайтинг, Фото и видео",Спорт и ЗОЖ / Экология,Начинающий
vol_02001,Россия,Красноярск,"Интересуется направлениями: Инклюзия. В задачах полезны навыки, связанные с фандрайзингом и партнёрскими коммуникациями, техническими задачами и автоматизацией, наставничеством и поддержкой участников. Предпочтительный формат участия — онлайн.","Фандрайзинг, Программирование, Наставничество, Координация волонтёров",Инклюзия,Начинающий,Инклюзия,Онлайн,5–8 часов в неделю,"Русский, Английский",Красноярск,Онлайн,"Фандрайзинг, Программирование, Наставничество, Координация волонтёров",Инклюзия,29,5,1.0,0.627,0.19,0,2025-08-31,Красноярск,Онлайн,"Фандрайзинг, Программирование, Наставничество, Координация волонтёров",Инклюзия,НАЧИНАЮЩИЙ
vol_02002,Россия,Пермь,"Хочет помогать в проектах, где нужен практический результат для людей или команды. Ближе всего направления: Экология; основные навыки — Программирование, Юридические услуги, Копирайтинг.","Программирование, Юридические услуги, Копирайтинг",Экология,Опытный,Экология,Онлайн,5–8 часов в неделю,"Русский, Английский",Пермь,Онлайн,"Программирование, Юридические услуги, Копирайтинг",Экология,18,8,0.875,0.753,0.161,0,2025-11-06, ПЕРМЬ ,Онлайн,"Программирование, Юридические услуги, Копирайтинг",Экология,Опытный
vol_02003,Россия,Пермь,"Ориентируется на задачи, где можно применить психологической поддержкой и бережной коммуникацией. Комфортно взаимодействует с координатором и передаёт результат в понятном виде.",Психология,Правозащита,Начинающий,Правозащита,Оффлайн,До 4 часов в неделю,Русский,Пермь,Оффлайн,Психология,Правозащита,22,3,0.875,0.93,0.05,0,2026-04-13,Пермь,Оффлайн,Психология,Правозащита,Начинающий
vol_02004,Россия,Москва,"Интересуется волонтёрскими задачами в городе Москва и онлайн-проектами, если формат это позволяет. Ближе всего темы: Миграция.","Медицина, Исследования, Фото и видео",Миграция,Эксперт,Миграция,Онлайн,До 4 часов в неделю,"Русский, Английский",Москва,Онлайн,"Медицина, Исследования, Фото и видео",Миграция,32,3,0.875,0.855,0.072,0,2026-04-21,Москва,Онлайн,"Медицина, Исследования, Фото и видео",Миграция,Эксперт
vol_02005,Россия,Уфа,"Готов(а) помогать НКО в формате «Онлайн». В работе важны понятные ожидания, регулярная связь с координатором и возможность увидеть результат помощи.","Работа с детьми, Копирайтинг, Коммуникация","Спорт и ЗОЖ, Дети и молодёжь",Начинающий,"Спорт и ЗОЖ, Дети и молодёжь",Онлайн,До 4 часов в неделю,"Русский, Английский",Уфа,Онлайн,"Работа с детьми, Копирайтинг, Коммуникация",Спорт и ЗОЖ|Дети и молодёжь,37,2,1.0,0.917,0.068,0,2025-05-19, УФА ,Онлайн,"Работа с детьми, Копирайтинг, Коммуникация",Спорт и ЗОЖ / Дети и молодёжь,Начинающий
vol_02006,Россия,Челябинск,"Выбирает задачи, где пригодятся медицинскими и профилактическими инициативами, координацией волонтёрских команд. Интересны проекты по направлениям: Здравоохранение, Животные.","Медицина, Координация волонтёров","Здравоохранение, Животные",Опытный,"Здравоохранение, Животные",Оффлайн,5–8 часов в неделю,Русский,Челябинск,Оффлайн,"Медицина, Координация волонтёров",Здравоохранение|Животные,39,8,1.0,0.542,0.191,0,2026-04-21, ЧЕЛЯБИНСК ,Оффлайн,"Медицина, Координация волонтёров",Здравоохранение / Животные,Опытный
vol_02007,Россия,Омск,"Сильнее всего мотивируют задачи с конкретным полезным результатом. Может помогать в направлениях: Миграция; навыки — Копирайтинг, Юридические услуги, Работа с документами, Наставничество.","Копирайтинг, Юридические услуги, Работа с документами, Наставничество",Миграция,Начинающий,Миграция,Онлайн,До 4 часов в неделю,"Русский, Английский",Омск,Онлайн,"Копирайтинг, Юридические услуги, Работа с документами, Наставничество",Миграция,28,3,1.0,0.947,0.052,0,2025-07-29,Омск,Онлайн,"Копирайтинг, Юридические услуги, Работа с документами, Наставничество",Миграция,Начинающий
vol_02008,Россия,Санкт-Петербург,"Ищет первые проекты, где можно быть полезным команде и выполнить конкретный результат. Больше всего интересны инициативах поддержки пожилых людей. Сильные стороны — техническими задачами и автоматизацией, коммуникацией с людьми и командами, цифровыми инструментами.","Программирование, Коммуникация, IT",Помощь пожилым,Начинающий,Помощь пожилым,Оффлайн,13–17 часов в неделю,"Русский, Английский",Санкт-Петербург,Оффлайн,"Программирование, Коммуникация, IT",Помощь пожилым,22,15,0.875,0.745,0.102,0,2025-11-13,Санкт-Петербург,Оффлайн,"Программирование, Коммуникация, IT",Помощь пожилым,Начинающий
vol_02009,Россия,Ростов-на-Дону,"Интересуется направлениями: Образование. В задачах полезны навыки, связанные с координацией волонтёрских команд, анализом данных и структурированием информации. Предпочтительный формат участия — онлайн.","Координация волонтёров, Аналитика",Образование,Начинающий,Образование,Онлайн,До 4 часов в неделю,"Русский, Французский",Ростов-на-Дону,Онлайн,"Координация волонтёров, Аналитика",Образование,29,4,0.75,0.907,0.055,0,2025-10-12,Ростов-на-Дону,Онлайн,"Координация волонтёров, Аналитика",Образование,Начинающий
vol_02010,Россия,Волгоград,"Хочет помогать в проектах, где нужен практический результат для людей или команды. Ближе всего направления: Социальная помощь, Дети и молодёжь; основные навыки — Работа с детьми, Педагогика, Фото и видео.","Работа с детьми, Педагогика, Фото и видео, Дизайн","Социальная помощь, Дети и молодёжь, Животные",Начинающий,"Социальная помощь, Дети и молодёжь, Животные",Оффлайн,5–8 часов в неделю,"Русский, Английский",Волгоград,Оффлайн,"Работа с детьми, Педагогика, Фото и видео, Дизайн",Социальная помощь|Дети и молодёжь|Животные,41,8,0.875,0.588,0.188,0,2026-05-01,Волгоград,Оффлайн,"Работа с детьми, Педагогика, Фото и видео, Дизайн",Социальная помощь / Дети и молодёжь / Животные,Начинающий
vol_02011,Россия,Самара,"Ориентируется на задачи, где можно применить детскими и образовательными активностями, коммуникацией с людьми и командами, визуальными материалами. Комфортно взаимодействует с координатором и передаёт результат в понятном виде.","Работа с детьми, Коммуникация, Дизайн",Кризисные ситуации,Начинающий,Кризисные ситуации,Смешанный,До 4 часов в неделю,Русский,Самара,Смешанный,"Работа с детьми, Коммуникация, Дизайн",Кризисные ситуации,23,2,0.875,0.721,0.12,0,2025-08-27,Самара,Смешанный,"Работа с детьми, Коммуникация, Дизайн",Кризисные ситуации,Начинающий
vol_02012,Россия,Воронеж,"Интересуется волонтёрскими задачами в городе Воронеж и онлайн-проектами, если формат это позволяет. Ближе всего темы: Люди без жилья.","Коммуникация, Дизайн, Работа с детьми",Люди без жилья,Опытный,Люди без жилья,Онлайн,13–17 часов в неделю,"Русский, Английский",Воронеж,Онлайн,"Коммуникация, Дизайн, Работа с детьми",Люди без жилья,34,15,0.875,0.947,0.096,0,2025-06-17,Воронеж,Онлайн,"Коммуникация, Дизайн, Работа с детьми",Люди без жилья,Опытный
vol_02013,Россия,Санкт-Петербург,"Готов(а) помогать НКО в формате «Онлайн». В работе важны понятные ожидания, регулярная связь с координатором и возможность увидеть результат помощи.",Исследования,"Культура и искусство, Правозащита, Миграция",Опытный,"Культура и искусство, Правозащита, Миграция",Онлайн,13–17 часов в неделю,"Русский, Английский",Санкт-Петербург,Онлайн,Исследования,Культура и искусство|Правозащита|Миграция,32,15,0.875,0.719,0.14,1,2025-05-18,Санкт-Петербург,Онлайн,Исследования,Культура и искусство / Правозащита / Миграция,Опытный
vol_02014,Россия,Москва,"Выбирает задачи, где пригодятся детскими и образовательными активностями. Интересны проекты по направлениям: Инклюзия, Образование.",Работа с детьми,"Инклюзия, Образование, Спорт и ЗОЖ",Начинающий,"Инклюзия, Образование, Спорт и ЗОЖ",Онлайн,5–8 часов в неделю,Русский,Москва,Онлайн,Работа с детьми,Инклюзия|Образование|Спорт и ЗОЖ,28,6,1.0,0.599,0.197,0,2026-01-14,Москва,Онлайн,Работа с детьми,Инклюзия / Образование / Спорт и ЗОЖ,Начинающий
vol_02015,Россия,Нижний Новгород,"Сильнее всего мотивируют задачи с конкретным полезным результатом. Может помогать в направлениях: Социальная помощь, Кризисные ситуации; навыки — Дизайн, Наставничество, Фото и видео.","Дизайн, Наставничество, Фото и видео","Социальная помощь, Кризисные ситуации",Начинающий,"Социальная помощь, Кризисные ситуации",Смешанный,До 4 часов в неделю,"Русский, Английский",Нижний Новгород,Смешанный,"Дизайн, Наставничество, Фото и видео",Социальная помощь|Кризисные ситуации,40,2,1.0,0.532,0.181,0,2025-12-20,Нижний Новгород,Смешанный,"Дизайн, Наставничество, Фото и видео",Социальная помощь / Кризисные ситуации,Начинающий
vol_02016,Россия,Новосибирск,"Хочет начать волонтёрскую практику с понятных задач и постепенно набирать опыт. Больше всего интересны проектах помощи в кризисных ситуациях. Сильные стороны — переводами и адаптацией текстов, документами и административными задачами, медицинскими и профилактическими инициативами.","Переводы, Работа с документами, Медицина, IT",Кризисные ситуации,Начинающий,Кризисные ситуации,Онлайн,До 4 часов в неделю,"Русский, Английский",Новосибирск,Онлайн,"Переводы, Работа с документами, Медицина, IT",Кризисные ситуации,18,2,0.75,0.516,0.213,0,2025-11-08, НОВОСИБИРСК ,Онлайн,"Переводы, Работа с документами, Медицина, IT",Кризисные ситуации,Начинающий
vol_02017,Россия,Уфа,"Интересуется направлениями: Миграция, Инклюзия. В задачах полезны навыки, связанные с психологической поддержкой и бережной коммуникацией, обучением и образовательными форматами. Предпочтительный формат участия — онлайн.","Психология, Педагогика","Миграция, Инклюзия, Образование, Здравоохранение",Начинающий,"Миграция, Инклюзия, Образование",Онлайн,5–8 часов в неделю,"Русский, Английский",Уфа,Онлайн,"Психология, Педагогика",Миграция|Инклюзия|Образование|Здравоохранение,34,8,1.0,0.567,0.216,0,2026-01-27,Уфа,Онлайн,"Психология, Педагогика",Миграция / Инклюзия / Образование / Здравоохранение,НАЧИНАЮЩИЙ
vol_02018,Россия,Челябинск,"Хочет помогать в проектах, где нужен практический результат для людей или команды. Ближе всего направления: Сельские территории; основные навыки — IT, Программирование.","IT, Программирование",Сельские территории,Начинающий,Сельские территории,Онлайн,9–12 часов в неделю,"Русский, Английский",Челябинск,Онлайн,"IT, Программирование",Сельские территории,18,10,1.0,0.775,0.114,0,2025-12-19,Челябинск,Онлайн,"IT, Программирование",Сельские территории,Начинающий
vol_02019,Россия,Казань,"Ориентируется на задачи, где можно применить переводами и адаптацией текстов, исследованиями и сбором информации, фандрайзингом и партнёрскими коммуникациями. Комфортно взаимодействует с координатором и передаёт результат в понятном виде.","Переводы, Исследования, Фандрайзинг",Кризисные ситуации,Начинающий,Кризисные ситуации,Онлайн,13–17 часов в неделю,"Русский, Английский",Казань,Онлайн,"Переводы, Исследования, Фандрайзинг",Кризисные ситуации,45,15,0.875,0.88,0.06,0,2025-11-19,Казань,Онлайн,"Переводы, Исследования, Фандрайзинг",Кризисные ситуации,Начинающий
vol_02020,Россия,Воронеж,"Интересуется волонтёрскими задачами в городе Воронеж и онлайн-проектами, если формат это позволяет. Ближе всего темы: Образование, Спорт и ЗОЖ.","Наставничество, Медицина","Образование, Спорт и ЗОЖ",Опытный,"Образование, Спорт и ЗОЖ",Онлайн,До 4 часов в неделю,"Русский, Английский",Воронеж,Онлайн,"Наставничество, Медицина",Образование|Спорт и ЗОЖ,20,3,0.875,0.583,0.209,0,2026-02-05, ВОРОНЕЖ ,Онлайн,"Наставничество, Медицина",Образование / Спорт и ЗОЖ,ОПЫТНЫЙ
vol_02021,Россия,Пермь,"Готов(а) помогать НКО в формате «Онлайн». В работе важны понятные ожидания, регулярная связь с координатором и возможность увидеть результат помощи.","Программирование, Наставничество, Переводы",Образование,Начинающий,Образование,Онлайн,До 4 часов в неделю,"Русский, Английский",Пермь,Онлайн,"Программирование, Наставничество, Переводы",Образование,20,3,1.0,0.58,0.206,0,2025-10-02,Пермь,Онлайн,"Программирование, Наставничество, Переводы",Образование,Начинающий
vol_02022,Россия,Нижний Новгород,"Выбирает задачи, где пригодятся фандрайзингом и партнёрскими коммуникациями, психологической поддержкой и бережной коммуникацией, обучением и образовательными форматами. Интересны проекты по направлениям: Кризисные ситуации, Образование.","Фандрайзинг, Психология, Педагогика, Работа с документами","Кризисные ситуации, Образование",Опытный,"Кризисные ситуации, Образование",Оффлайн,До 4 часов в неделю,"Русский, Английский",Нижний Новгород,Оффлайн,"Фандрайзинг, Психология, Педагогика, Работа с документами",Кризисные ситуации|Образование,29,3,0.875,0.62,0.177,0,2025-06-29, НИЖНИЙ НОВГОРОД ,Оффлайн,"Фандрайзинг, Психология, Педагогика, Работа с документами",Кризисные ситуации / Образование,Опытный
vol_02023,Россия,Екатеринбург,"Сильнее всего мотивируют задачи с конкретным полезным результатом. Может помогать в направлениях: Культура и искусство, Образование; навыки — IT, Фандрайзинг, Дизайн.","IT, Фандрайзинг, Дизайн","Культура и искусство, Образование",Опытный,"Культура и искусство, Образование",Онлайн,До 4 часов в неделю,"Русский, Английский",Екатеринбург,Онлайн,"IT, Фандрайзинг, Дизайн",Культура и искусство|Образование,25,4,1.0,0.612,0.194,0,2026-01-15, ЕКАТЕРИНБУРГ ,Онлайн,"IT, Фандрайзинг, Дизайн",Культура и искусство / Образование,Опытный
vol_02024,Россия,Москва,"Готовится включаться в волонтёрские задачи и аккуратно соблюдать договорённости. Больше всего интересны инициативах поддержки пожилых людей. Сильные стороны — психологической поддержкой и бережной коммуникацией, техническими задачами и автоматизацией, цифровыми инструментами.","Психология, Программирование, IT, Исследования, Фандрайзинг, Работа с документами",Помощь пожилым,Начинающий,Помощь пожилым,Оффлайн,5–8 часов в неделю,"Русский, Английский",Москва,Оффлайн,"Психология, Программирование, IT, Исследования, Фандрайзинг, Работа с документами",Помощь пожилым,26,6,0.875,0.506,0.219,0,2025-07-18,Москва,Оффлайн,"Психология, Программирование, IT, Исследования, Фандрайзинг, Работа с документами",Помощь пожилым,Начинающий
vol_02025,Россия,Ростов-на-Дону,"Интересуется направлениями: Люди без жилья. В задачах полезны навыки, связанные с визуальными материалами, обучением и образовательными форматами, документами и административными задачами. Предпочтительный формат участия — онлайн.","Дизайн, Педагогика, Работа с документами, Работа с детьми, Координация волонтёров, Наставничество",Люди без жилья,Эксперт,Люди без жилья,Онлайн,13–17 часов в неделю,"Русский, Английский",Ростов-на-Дону,Онлайн,"Дизайн, Педагогика, Работа с документами, Работа с детьми, Координация волонтёров, Наставничество",Люди без жилья,35,15,0.875,0.734,0.131,0,2025-09-25,Ростов-на-Дону,Онлайн,"Дизайн, Педагогика, Работа с документами, Работа с детьми, Координация волонтёров, Наставничество",Люди без жилья,Эксперт
vol_02026,Россия,Санкт-Петербург,"Хочет помогать в проектах, где нужен практический результат для людей или команды. Ближе всего направления: Здравоохранение; основные навыки — Медицина.",Медицина,Здравоохранение,Начинающий,Здравоохранение,Смешанный,9–12 часов в неделю,Русский,Санкт-Петербург,Смешанный,Медицина,Здравоохранение,36,10,0.875,0.687,0.117,0,2025-06-17,Санкт-Петербург,Смешанный,Медицина,Здравоохранение,Начинающий
vol_02027,Россия,Воронеж,"Ориентируется на задачи, где можно применить фото- и видеоматериалами, визуальными материалами, психологической поддержкой и бережной коммуникацией. Комфортно взаимодействует с координатором и передаёт результат в понятном виде.","Фото и видео, Дизайн, Психология, Координация волонтёров, Переводы, Педагогика",Помощь пожилым,Начинающий,Помощь пожилым,Оффлайн,5–8 часов в неделю,"Русский, Английский",Воронеж,Оффлайн,"Фото и видео, Дизайн, Психология, Координация волонтёров, Переводы, Педагогика",Помощь пожилым,48,8,1.0,0.931,0.075,0,2025-07-21, ВОРОНЕЖ ,Оффлайн,"Фото и видео, Дизайн, Психология, Координация волонтёров, Переводы, Педагогика",Помощь пожилым,Начинающий
vol_02028,Россия,Челябинск,"Интересуется волонтёрскими задачами в городе Челябинск и онлайн-проектами, если формат это позволяет. Ближе всего темы: Спорт и ЗОЖ.","Дизайн, Координация волонтёров, Организация мероприятий, Программирование",Спорт и ЗОЖ,Начинающий,Спорт и ЗОЖ,Онлайн,До 4 часов в неделю,"Русский, Английский",Челябинск,Онлайн,"Дизайн, Координация волонтёров, Организация мероприятий, Программирование",Спорт и ЗОЖ,32,2,0.875,0.54,0.216,0,2025-08-13,Челябинск,Онлайн,"Дизайн, Координация волонтёров, Организация мероприятий, Программирование",Спорт и ЗОЖ,Начинающий
vol_02029,Россия,Пермь,"Готов(а) помогать НКО в формате «Смешанный». В работе важны понятные ожидания, регулярная связь с координатором и возможность увидеть результат помощи.","Исследования, Программирование, Координация волонтёров, Психология","Помощь пожилым, Здравоохранение, Сельские территории",Опытный,"Помощь пожилым, Здравоохранение, Сельские территории",Смешанный,9–12 часов в неделю,"Русский, Английский",Пермь,Смешанный,"Исследования, Программирование, Координация волонтёров, Психология",Помощь пожилым|Здравоохранение|Сельские территории,33,10,1.0,0.579,0.183,0,2025-10-22,Пермь,Смешанный,"Исследования, Программирование, Координация волонтёров, Психология",Помощь пожилым / Здравоохранение / Сельские территории,Опытный
vol_02030,Россия,Воронеж,"Выбирает задачи, где пригодятся коммуникацией с людьми и командами, коммуникациями и продвижением, обучением и образовательными форматами. Интересны проекты по направлениям: Миграция, Правозащита.","Коммуникация, PR, Педагогика, Координация волонтёров","Миграция, Правозащита",Начинающий,"Миграция, Правозащита",Онлайн,13–17 часов в неделю,"Русский, Английский",Воронеж,Онлайн,"Коммуникация, PR, Педагогика, Координация волонтёров",Миграция|Правозащита,37,15,0.875,0.582,0.181,0,2025-11-30, ВОРОНЕЖ ,Онлайн,"Коммуникация, PR, Педагогика, Координация волонтёров",Миграция / Правозащита,Начинающий
vol_02031,Россия,Омск,"Сильнее всего мотивируют задачи с конкретным полезным результатом. Может помогать в направлениях: Образование, Дети и молодёжь; навыки — Психология, Наставничество.","Психология, Наставничество","Образование, Дети и молодёжь",Начинающий,"Образование, Дети и молодёжь",Онлайн,9–12 часов в неделю,Русский,Омск,Онлайн,"Психология, Наставничество",Образование|Дети и молодёжь,30,12,0.875,0.594,0.227,0,2026-02-20,Омск,Онлайн,"Психология, Наставничество",Образование / Дети и молодёжь,Начинающий
vol_02032,Россия,Волгоград,"Ищет первые проекты, где можно быть полезным команде и выполнить конкретный результат. Больше всего интересны образовательных и просветительских проектах. Сильные стороны — обучением и образовательными форматами.",Педагогика,Образование,Начинающий,Образование,Смешанный,До 4 часов в неделю,"Русский, Английский",Волгоград,Смешанный,Педагогика,Образование,18,2,1.0,0.705,0.14,0,2026-01-13,Волгоград,Смешанный,Педагогика,Образование,Начинающий
vol_02033,Россия,Москва,"Интересуется направлениями: Экология. В задачах полезны навыки, связанные с цифровыми инструментами, координацией волонтёрских команд. Предпочтительный формат участия — онлайн.","IT, Координация волонтёров",Экология,Эксперт,Экология,Онлайн,9–12 часов в неделю,"Русский, Английский",Москва,Онлайн,"IT, Координация волонтёров",Экология,28,10,1.0,0.855,0.08,0,2025-06-30,Москва,Онлайн,"IT, Координация волонтёров",Экология,Эксперт
vol_02034,Россия,Пермь,"Хочет помогать в проектах, где нужен практический результат для людей или команды. Ближе всего направления: Экология; основные навыки — Педагогика, Работа с документами, Копирайтинг.","Педагогика, Работа с документами, Копирайтинг, Дизайн",Экология,Начинающий,Экология,Оффлайн,9–12 часов в неделю,Русский,Пермь,Оффлайн,"Педагогика, Работа с документами, Копирайтинг, Дизайн",Экология,34,10,0.875,0.576,0.211,0,2025-10-29, ПЕРМЬ ,Оффлайн,"Педагогика, Работа с документами, Копирайтинг, Дизайн",Экология,Начинающий
vol_02035,Россия,Воронеж,"Ориентируется на задачи, где можно применить социальными сетями и контентом, коммуникацией с людьми и командами, текстами и описаниями. Комфортно взаимодействует с координатором и передаёт результат в понятном виде.","SMM, Коммуникация, Копирайтинг, Фото и видео, Организация мероприятий, Координация волонтёров, Аналитика","Животные, Спорт и ЗОЖ, Правозащита",Опытный,"Животные, Спорт и ЗОЖ, Правозащита",Оффлайн,До 4 часов в неделю,"Русский, Английский, Немецкий",Воронеж,Оффлайн,"SMM, Коммуникация, Копирайтинг, Фото и видео, Организация мероприятий, Координация волонтёров, Аналитика",Животные|Спорт и ЗОЖ|Правозащита,25,4,0.875,0.934,0.078,0,2025-11-13,Воронеж,Оффлайн,"SMM, Коммуникация, Копирайтинг, Фото и видео, Организация мероприятий, Координация волонтёров, Аналитика",Животные / Спорт и ЗОЖ / Правозащита,Опытный
vol_02036,Россия,Красноярск,"Интересуется волонтёрскими задачами в городе Красноярск и онлайн-проектами, если формат это позволяет. Ближе всего темы: Животные.","Работа с документами, Педагогика, IT",Животные,Эксперт,Животные,Онлайн,5–8 часов в неделю,"Русский, Английский",Красноярск,Онлайн,"Работа с документами, Педагогика, IT",Животные,21,5,1.0,0.687,0.168,0,2025-06-18, КРАСНОЯРСК ,Онлайн,"Работа с документами, Педагогика, IT",Животные,Эксперт
vol_02037,Россия,Омск,"Готов(а) помогать НКО в формате «Онлайн». В работе важны понятные ожидания, регулярная связь с координатором и возможность увидеть результат помощи.","Фото и видео, PR",Социальная помощь,Начинающий,Социальная помощь,Онлайн,13–17 часов в неделю,"Русский, Английский",Омск,Онлайн,"Фото и видео, PR",Социальная помощь,26,15,0.75,0.641,0.173,0,2025-07-17,Омск,Онлайн,"Фото и видео, PR",Социальная помощь,Начинающий
vol_02038,Россия,Волгоград,"Выбирает задачи, где пригодятся обучением и образовательными форматами. Интересны проекты по направлениям: Здравоохранение, Помощь пожилым.",Педагогика,"Здравоохранение, Помощь пожилым, Культура и искусство, Спорт и ЗОЖ, Социальная помощь",Начинающий,"Здравоохранение, Помощь пожилым, Культура и искусство",Онлайн,13–17 часов в неделю,Русский,Волгоград,Онлайн,Педагогика,Здравоохранение|Помощь пожилым|Культура и искусство|Спорт и ЗОЖ|Социальная помощь,27,15,0.875,0.588,0.208,0,2025-07-29,Волгоград,Онлайн,Педагогика,Здравоохранение / Помощь пожилым / Культура и искусство / Спорт и ЗОЖ / Социальная помощь,НАЧИНАЮЩИЙ
vol_02039,Россия,Челябинск,"Сильнее всего мотивируют задачи с конкретным полезным результатом. Может помогать в направлениях: Миграция, Правозащита; навыки — Дизайн, Фандрайзинг.","Дизайн, Фандрайзинг","Миграция, Правозащита",Начинающий,"Миграция, Правозащита",Оффлайн,13–17 часов в неделю,Русский,Челябинск,Оффлайн,"Дизайн, Фандрайзинг",Миграция|Правозащита,25,15,0.875,0.538,0.194,0,2026-03-24, ЧЕЛЯБИНСК ,Оффлайн,"Дизайн, Фандрайзинг",Миграция / Правозащита,Начинающий
vol_02040,Россия,Воронеж,Хочет начать волонтёрскую практику с понятных задач и постепенно набирать опыт. Больше всего интересны проектах по направлению «Миграция». Сильные стороны — исследованиями и сбором информации.,Исследования,Миграция,Начинающий,Миграция,Онлайн,5–8 часов в неделю,"Русский, Английский",Воронеж,Онлайн,Исследования,Миграция,18,8,0.75,0.819,0.126,0,2026-03-16,Воронеж,Онлайн,Исследования,Миграция,Начинающий
vol_02041,Россия,Волгоград,"Интересуется направлениями: Правозащита, Инклюзия. В задачах полезны навыки, связанные с координацией волонтёрских команд, фандрайзингом и партнёрскими коммуникациями. Предпочтительный формат участия — оффлайн.","Координация волонтёров, Фандрайзинг","Правозащита, Инклюзия",Начинающий,"Правозащита, Инклюзия",Оффлайн,До 4 часов в неделю,Русский,Волгоград,Оффлайн,"Координация волонтёров, Фандрайзинг",Правозащита|Инклюзия,44,3,0.875,0.593,0.211,0,2025-12-29,Волгоград,Оффлайн,"Координация волонтёров, Фандрайзинг",Правозащита / Инклюзия,Начинающий
vol_02042,Россия,Красноярск,"Хочет помогать в проектах, где нужен практический результат для людей или команды. Ближе всего направления: Здравоохранение; основные навыки — Юридические услуги, Медицина.","Юридические услуги, Медицина",Здравоохранение,Начинающий,Здравоохранение,Смешанный,9–12 часов в неделю,"Русский, Английский",Красноярск,Смешанный,"Юридические услуги, Медицина",Здравоохранение,28,12,0.875,0.572,0.21,0,2026-04-18,Красноярск,Смешанный,"Юридические услуги, Медицина",Здравоохранение,Начинающий
